年度,地區別,果品類別,種植株數,收穫株數,種植面積_公頃,收穫面積_公頃,每株平均產量_公斤,每公頃平均產量_公斤,產量_公噸
2012,台東縣,文旦柚,45947,44061,142.66,137.12,39.97,12843.43,1761.091
2012,花蓮縣,文旦柚,238349,230679,1144.97,1107.1,59.01,12296.26,13613.188
2012,澎湖縣,文旦柚,0,0,0,0,0,0,0
2012,基隆市,文旦柚,6809,6809,12,12,14.06,7976.75,95.721
2012,新竹市,文旦柚,2603,2541,8.29,8.09,36.64,11508.16,93.101
2012,嘉義市,文旦柚,1398,1398,9.32,9.32,42.5,6374.46,59.41
2012,金門縣,文旦柚,0,0,0,0,0,0,0
2012,連江縣,文旦柚,0,0,0,0,0,0,0
2012,新北市,斗柚,2875,2294,8.27,6.61,37.16,12895.16,85.237
2012,台北市,斗柚,950,950,2.5,2.5,30,11400,28.5
2012,台中市,斗柚,315,315,1.05,1.05,41.71,12514.29,13.14
2012,台南市,斗柚,0,0,0,0,0,0,0
2012,高雄市,斗柚,2827,2827,8.39,8.39,39.61,13347.68,111.987
2012,宜蘭縣,斗柚,1312,1312,4.15,4.15,39.37,12446.99,51.655
2012,桃園縣,斗柚,0,0,0,0,0,0,0
2012,新竹縣,斗柚,1155,1155,3.85,3.85,54.53,16359.74,62.985
2012,苗栗縣,斗柚,3773,3773,10.03,10.03,48.89,18392.32,184.475
2012,彰化縣,斗柚,0,0,0,0,0,0,0
2012,南投縣,斗柚,231,231,0.7,0.7,32,10560,7.392
2012,雲林縣,斗柚,813,813,2.5,2.5,50,16260,40.65
2012,嘉義縣,斗柚,2927,2927,8.5,8.5,41.65,14343.88,121.923
2012,屏東縣,斗柚,0,0,0,0,0,0,0
2012,台東縣,斗柚,3844,3844,12.4,12.4,35,10850,134.54
2012,花蓮縣,斗柚,4226,4164,16.06,15.86,37.6,9872.19,156.573
2012,澎湖縣,斗柚,0,0,0,0,0,0,0
2012,基隆市,斗柚,120,120,0.26,0.26,14,6461.54,1.68
2012,新竹市,斗柚,341,341,1.1,1.1,36,11160,12.276
2012,嘉義市,斗柚,0,0,0,0,0,0,0
2012,金門縣,斗柚,0,0,0,0,0,0,0
2012,連江縣,斗柚,0,0,0,0,0,0,0
2012,新北市,白柚,3181,3181,6.03,6.03,43.79,23099.83,139.292
2012,台北市,白柚,1240,1240,3.95,3.95,31.17,9784.81,38.65
2012,台中市,白柚,1927,1927,6.11,6.11,36.07,11376.92,69.513
2012,台南市,白柚,92867,91904,332.31,328.7,72.71,20328.48,6681.972
2012,高雄市,白柚,2976,2961,9.7,9.65,34.69,10643.11,102.706
2012,宜蘭縣,白柚,204,204,0.58,0.58,38.16,13422.41,7.785
2012,桃園縣,白柚,0,0,0,0,0,0,0
2012,新竹縣,白柚,150,150,0.5,0.5,55,16500,8.25
2012,苗栗縣,白柚,12341,12341,39.93,39.93,49.99,15449.24,616.888
2012,彰化縣,白柚,16316,16316,49.01,49.01,168.7,56163.44,2752.57
2012,南投縣,白柚,11428,11428,39.46,39.46,42.09,12189.61,481.002
2012,雲林縣,白柚,8038,7994,27.78,27.63,61.87,17899.1,494.552
2012,嘉義縣,白柚,21580,21427,67.66,67.16,38.58,12308.61,826.646
2012,屏東縣,白柚,100,100,0.2,0.2,23,11500,2.3
2012,台東縣,白柚,27934,27514,90.47,89.07,37.56,11601.77,1033.37
2012,花蓮縣,白柚,11996,11411,45.87,43.92,40.32,10476.46,460.126
2012,澎湖縣,白柚,0,0,0,0,0,0,0
2012,基隆市,白柚,0,0,0,0,0,0,0
2012,新竹市,白柚,637,637,2,2,46.73,14883,29.766
2012,嘉義市,白柚,4608,4608,14.05,14.05,47.5,15578.65,218.88
2012,金門縣,白柚,0,0,0,0,0,0,0
2012,連江縣,白柚,0,0,0,0,0,0,0
2012,新北市,溫州蜜柑,0,0,0,0,0,0,0
2012,台北市,溫州蜜柑,0,0,0,0,0,0,0
2012,台中市,溫州蜜柑,3328,3328,7.54,7.54,30.16,13310.88,100.364
2012,台南市,溫州蜜柑,0,0,0,0,0,0,0
2012,高雄市,溫州蜜柑,0,0,0,0,0,0,0
2012,宜蘭縣,溫州蜜柑,1030,1030,2.08,2.08,25.96,12853.37,26.735
2012,桃園縣,溫州蜜柑,0,0,0,0,0,0,0
2012,新竹縣,溫州蜜柑,0,0,0,0,0,0,0
2012,苗栗縣,溫州蜜柑,0,0,0,0,0,0,0
2012,彰化縣,溫州蜜柑,0,0,0,0,0,0,0
2012,南投縣,溫州蜜柑,0,0,0,0,0,0,0
2012,雲林縣,溫州蜜柑,0,0,0,0,0,0,0
2012,嘉義縣,溫州蜜柑,0,0,0,0,0,0,0
2012,屏東縣,溫州蜜柑,0,0,0,0,0,0,0
2012,台東縣,溫州蜜柑,207,207,0.42,0.42,26.39,13007.14,5.463
2012,花蓮縣,溫州蜜柑,730,730,1.6,1.6,29.92,13650,21.84
2012,澎湖縣,溫州蜜柑,0,0,0,0,0,0,0
2012,基隆市,溫州蜜柑,0,0,0,0,0,0,0
2012,新竹市,溫州蜜柑,0,0,0,0,0,0,0
2012,嘉義市,溫州蜜柑,0,0,0,0,0,0,0
2012,金門縣,溫州蜜柑,0,0,0,0,0,0,0
2012,連江縣,溫州蜜柑,0,0,0,0,0,0,0
2012,新北市,晚崙西亞橙,0,0,0,0,0,0,0
2012,台北市,晚崙西亞橙,0,0,0,0,0,0,0
2012,台中市,晚崙西亞橙,0,0,0,0,0,0,0
2012,台南市,晚崙西亞橙,0,0,0,0,0,0,0
2012,高雄市,晚崙西亞橙,0,0,0,0,0,0,0
2012,宜蘭縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,桃園縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,新竹縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,苗栗縣,晚崙西亞橙,15,15,0.05,0.05,10,3000,0.15
2012,彰化縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,南投縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,雲林縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,嘉義縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,屏東縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,台東縣,晚崙西亞橙,31594,31044,75.49,74.09,34.33,14383.52,1065.675
2012,花蓮縣,晚崙西亞橙,8678,8604,20.69,20.49,27.23,11433.38,234.27
2012,澎湖縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,基隆市,晚崙西亞橙,0,0,0,0,0,0,0
2012,新竹市,晚崙西亞橙,0,0,0,0,0,0,0
2012,嘉義市,晚崙西亞橙,0,0,0,0,0,0,0
2012,金門縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,連江縣,晚崙西亞橙,0,0,0,0,0,0,0
2012,新北市,檸檬,105,105,0.15,0.15,17,11900,1.785
2012,台北市,檸檬,200,200,1,1,18,3600,3.6
2012,台中市,檸檬,14047,13947,33.11,32.86,34.08,14463.94,475.285
2012,台南市,檸檬,12738,11832,25.06,23.26,24.87,12652.15,294.289
2012,高雄市,檸檬,131916,129825,249.15,244.96,23.3,12348.89,3024.983
2012,宜蘭縣,檸檬,845,741,1.71,1.48,29.33,14685.81,21.735
2012,桃園縣,檸檬,682,682,0.83,0.83,14.49,11903.61,9.88
2012,新竹縣,檸檬,1200,1200,2.56,2.56,27.76,13011.72,33.31
2012,苗栗縣,檸檬,405,405,0.93,0.93,32.89,14322.58,13.32
2012,彰化縣,檸檬,19709,19159,37.82,36.82,29.13,15155.54,558.027
2012,南投縣,檸檬,38514,38354,89.12,88.72,37.3,16125.26,1430.633
2012,雲林縣,檸檬,6981,6981,14.15,14.15,31.29,15437.03,218.434
2012,嘉義縣,檸檬,12944,12439,26.46,25.46,31.09,15188.65,386.703
2012,屏東縣,檸檬,617361,597439,1240.09,1200.1,26.9,13390.09,16069.449
2012,台東縣,檸檬,7140,6935,14.72,14.22,22.37,10908.02,155.112
2012,花蓮縣,檸檬,6481,5681,14.82,13.22,21.66,9308.62,123.06
2012,澎湖縣,檸檬,0,0,0,0,0,0,0
2012,基隆市,檸檬,0,0,0,0,0,0,0
2012,新竹市,檸檬,25,25,0.05,0.05,21,10500,0.525
2012,嘉義市,檸檬,118,118,0.24,0.24,16.27,8000,1.92
2012,金門縣,檸檬,0,0,0,0,0,0,0
2012,連江縣,檸檬,0,0,0,0,0,0,0
2012,新北市,葡萄柚,2767,2767,6.36,6.36,24.63,10714.62,68.145
2012,台北市,葡萄柚,395,395,1.6,1.6,21.71,5359.38,8.575
2012,台中市,葡萄柚,725,725,1.87,1.87,31.59,12245.99,22.9
2012,台南市,葡萄柚,13545,13380,27.38,27.05,39.08,19330.13,522.88
2012,高雄市,葡萄柚,239,239,0.54,0.54,32.5,14385.19,7.768
2012,宜蘭縣,葡萄柚,893,872,2.16,2.11,34.59,14295.73,30.164
2012,桃園縣,葡萄柚,0,0,0,0,0,0,0
2012,新竹縣,葡萄柚,1230,1230,3.33,3.33,38.41,14189.19,47.25
2012,苗栗縣,葡萄柚,62,62,0.21,0.21,52.48,15495.24,3.254
2012,彰化縣,葡萄柚,2190,2170,4.13,4.08,27.5,14626.47,59.676
2012,南投縣,葡萄柚,3046,3046,7,7,33.53,14589.71,102.128
2012,雲林縣,葡萄柚,32354,31732,81.94,80.72,50.21,19739.82,1593.398
2012,嘉義縣,葡萄柚,129792,129792,316.3,316.3,36.61,15021.97,4751.448
2012,屏東縣,葡萄柚,11864,11864,29.66,29.66,24.25,9699.53,287.688
2012,台東縣,葡萄柚,8637,8637,22.8,22.8,30.8,11667.11,266.01
2012,花蓮縣,葡萄柚,31736,30076,78.92,74.77,24.05,9674.66,723.374
2012,澎湖縣,葡萄柚,0,0,0,0,0,0,0
2012,基隆市,葡萄柚,0,0,0,0,0,0,0
2012,新竹市,葡萄柚,844,338,2,0.8,32,13520,10.816
2012,嘉義市,葡萄柚,14032,14032,25.7,25.7,31.5,17198.75,442.008
2012,金門縣,葡萄柚,0,0,0,0,0,0,0
2012,連江縣,葡萄柚,0,0,0,0,0,0,0
2012,新北市,其他雜柑類,1913,1786,4.3,4.09,20.24,8836.19,36.14
2012,台北市,其他雜柑類,180,180,0.5,0.5,32,11520,5.76
2012,台中市,其他雜柑類,159666,140106,398.11,349.46,49.51,19851.13,6937.176
2012,台南市,其他雜柑類,13683,13216,27.03,26.34,25.78,12933.37,340.665
2012,高雄市,其他雜柑類,8594,8594,16.84,16.84,26.17,13355.76,224.911
2012,宜蘭縣,其他雜柑類,165323,163727,348.36,345.33,28.31,13420.63,4634.547
2012,桃園縣,其他雜柑類,2916,2636,7.34,6.54,21.33,8595.72,56.216
2012,新竹縣,其他雜柑類,524966,524966,1207.49,1207.49,36.09,15689.84,18945.323
2012,苗栗縣,其他雜柑類,152375,152298,360.35,360.13,52.71,22291.34,8027.781
2012,彰化縣,其他雜柑類,41866,39991,83.07,80.32,33.17,16513.47,1326.362
2012,南投縣,其他雜柑類,55599,54798,128.05,126.45,28.73,12452.48,1574.616
2012,雲林縣,其他雜柑類,187552,183077,445.81,437.27,45.94,19234.09,8410.491
2012,嘉義縣,其他雜柑類,89700,89700,199.71,199.71,29.33,13175.52,2631.284
2012,屏東縣,其他雜柑類,118203,114155,198.86,192.17,24.07,14298.52,2747.747
2012,台東縣,其他雜柑類,45617,39733,114.71,99.24,32.32,12939.52,1284.118
2012,花蓮縣,其他雜柑類,40066,39196,129.4,125.75,26.1,8134.5,1022.914
2012,澎湖縣,其他雜柑類,0,0,0,0,0,0,0
2012,基隆市,其他雜柑類,169,169,0.79,0.79,14,2994.94,2.366
2012,新竹市,其他雜柑類,1563,1563,3.4,3.4,28.35,13034.71,44.318
2012,嘉義市,其他雜柑類,0,0,0,0,0,0,0
2012,金門縣,其他雜柑類,0,0,0,0,0,0,0
2012,連江縣,其他雜柑類,0,0,0,0,0,0,0
2012,新北市,龍眼,103,53,0.31,0.21,14.34,3619.05,0.76
2012,台北市,龍眼,770,770,3,3,27.73,7116.67,21.35
2012,台中市,龍眼,649994,643356,2172.59,2149.74,34.05,10189.95,21905.741
2012,台南市,龍眼,1244280,1242694,4085.04,4079.77,24.86,7572.74,30895.023
2012,高雄市,龍眼,530200,521509,1879.4,1850.7,20.88,5883.71,10888.975
2012,宜蘭縣,龍眼,2258,2258,8.38,8.38,28.5,7680.07,64.359
2012,桃園縣,龍眼,55,55,0.22,0.22,30,7500,1.65
2012,新竹縣,龍眼,4709,4709,16.13,16.13,30.56,8921.33,143.901
2012,苗栗縣,龍眼,22984,22984,80.38,80.38,26.95,7706.74,619.468
2012,彰化縣,龍眼,263286,259436,869.51,858.51,27.36,8269.51,7099.458
2012,南投縣,龍眼,373366,373108,1361.12,1360.22,33,9050.8,12311.083
2012,雲林縣,龍眼,9780,9599,37.15,36.44,48.73,12837.62,467.803
2012,嘉義縣,龍眼,293644,293199,1035.76,1034.26,31.43,8910.91,9216.2
2012,屏東縣,龍眼,2217,2161,12.18,11.87,30.72,5592.67,66.385
2012,台東縣,龍眼,7206,7206,23.17,23.17,26.3,8179.46,189.518
2012,花蓮縣,龍眼,2001,1956,7.05,6.9,18.01,5106.38,35.234
2012,澎湖縣,龍眼,0,0,0,0,0,0,0
2012,基隆市,龍眼,0,0,0,0,0,0,0
2012,新竹市,龍眼,327,327,1.1,1.1,28,8323.64,9.156
2012,嘉義市,龍眼,14595,14595,50.5,50.5,31.2,9017.11,455.364
2012,金門縣,龍眼,0,0,0,0,0,0,0
2012,連江縣,龍眼,0,0,0,0,0,0,0
2012,新北市,芒果,1530,1405,2.88,2.44,15,8637.3,21.075
2012,台北市,芒果,0,0,0,0,0,0,0
2012,台中市,芒果,44855,44563,122.17,121.43,28.63,10508.19,1276.01
2012,台南市,芒果,3635203,3603578,7682.22,7615.38,21.65,10246.2,78028.729
2012,高雄市,芒果,669963,663901,2042.85,2022.6,25.35,8320.75,16829.54
2012,宜蘭縣,芒果,1350,1122,3.99,3.42,29.33,9622.22,32.908
2012,桃園縣,芒果,0,0,0,0,0,0,0
2012,新竹縣,芒果,273,273,0.76,0.76,22.99,8256.58,6.275
2012,苗栗縣,芒果,2264,2264,6.7,6.7,21.7,7333.28,49.133
2012,彰化縣,芒果,44421,43203,113.71,110.72,26.43,10311.72,1141.714
2012,南投縣,芒果,35980,34749,93.67,90.85,27.98,10701.49,972.23
2012,雲林縣,芒果,36443,33160,89.8,83.1,25.5,10173.73,845.437
2012,嘉義縣,芒果,120717,120354,280.71,279.91,29.86,12836.93,3593.184
2012,屏東縣,芒果,2046069,2007029,5582.04,5489.76,30.84,11274.13,61892.255
2012,台東縣,芒果,77405,76385,197.88,195.49,25.02,9776.11,1911.131
2012,花蓮縣,芒果,39288,6845,89.19,16.92,18.13,7336.41,124.132
2012,澎湖縣,芒果,0,0,0,0,0,0,0
2012,基隆市,芒果,30,30,0.1,0.1,15,4500,0.45
2012,新竹市,芒果,136,136,0.3,0.3,27,12240,3.672
2012,嘉義市,芒果,20296,20296,46.75,46.75,25.6,11113.13,519.539
2012,金門縣,芒果,0,0,0,0,0,0,0
2012,連江縣,芒果,0,0,0,0,0,0,0
2012,新北市,檳榔,1504535,1481322,901.18,886.64,2.68,4482.64,3974.484
2012,台北市,檳榔,25204,25204,19.89,19.89,1.64,2081.95,41.41
2012,台中市,檳榔,1837624,1835014,1344.22,1342.48,2.29,3126.04,4196.64
2012,台南市,檳榔,957182,950432,621.93,617.43,1.9,2923.01,1804.751
2012,高雄市,檳榔,1024767,1013658,630.31,623.74,1.89,3067.21,1913.14
2012,宜蘭縣,檳榔,269859,269757,176.76,176.7,1.05,1602.7,283.197
2012,桃園縣,檳榔,34416,34416,27.41,27.41,1.38,1730.76,47.44
2012,新竹縣,檳榔,322013,322013,220.46,220.46,2.4,3507.82,773.333
2012,苗栗縣,檳榔,510909,510909,336.99,336.99,1.79,2721.16,917.003
2012,彰化縣,檳榔,163060,162760,104.45,104.25,2.12,3304.67,344.512
2012,南投縣,檳榔,19825755,19824825,14030.1,14029.45,1.68,2380.44,33396.33
2012,雲林縣,檳榔,974744,974744,799.98,799.98,1.56,1902.29,1521.795
2012,嘉義縣,檳榔,11024467,11024467,7496.06,7496.06,2.01,2951.94,22127.882
2012,屏東縣,檳榔,22740257,22361142,13469.1,13239.19,1.77,2992.21,39614.438
2012,台東縣,檳榔,2451248,2361320,1752.03,1678.2,1.63,2288.26,3840.156
2012,花蓮縣,檳榔,5903670,5862253,3897.83,3864.35,1.56,2368.92,9154.347
2012,澎湖縣,檳榔,0,0,0,0,0,0,0
2012,基隆市,檳榔,4097,4097,2.9,2.9,2,2825.52,8.194
2012,新竹市,檳榔,230,230,0.15,0.15,2,3066.67,0.46
2012,嘉義市,檳榔,65727,65727,55.14,55.14,2.01,2393.38,131.971
2012,金門縣,檳榔,0,0,0,0,0,0,0
2012,連江縣,檳榔,0,0,0,0,0,0,0
2012,新北市,番石榴,50090,48088,73.71,70.89,15.16,10285.26,729.122
2012,台北市,番石榴,3370,3370,3.76,3.76,14.61,13095.74,49.24
2012,台中市,番石榴,67799,62517,96.46,89.44,27.44,19183.22,1715.747
2012,台南市,番石榴,1154310,1119686,1444.04,1400.76,27.59,22052.8,30890.676
2012,高雄市,番石榴,1754560,1733885,2622.98,2594.48,36.35,24290.94,63022.355
2012,宜蘭縣,番石榴,138414,136783,232.54,230.14,30.82,18320.54,4216.29
2012,桃園縣,番石榴,8515,6735,14.28,11.26,14.64,8759.24,98.629
2012,新竹縣,番石榴,8887,8799,13.54,13.29,24.55,16252.97,216.002
2012,苗栗縣,番石榴,20724,20724,33.24,33.24,26.38,16449.37,546.777
2012,彰化縣,番石榴,994292,959702,1170.07,1126.62,50.75,43233.02,48707.182
2012,南投縣,番石榴,106566,106111,156.01,155.36,33.96,23191.9,3603.093
2012,雲林縣,番石榴,145586,144988,276.24,275.41,50.59,26634.1,7335.298
2012,嘉義縣,番石榴,165137,164028,230.78,229.28,33.22,23768.02,5449.532
2012,屏東縣,番石榴,282967,278245,506.6,498.15,43.46,24273.4,12091.795
2012,台東縣,番石榴,45795,43677,74.09,70.41,25.3,15691.88,1104.865
2012,花蓮縣,番石榴,42584,39009,64.77,58.97,25.49,16864.3,994.488
2012,澎湖縣,番石榴,4117,4117,6.76,6.76,7.27,4429.73,29.945
2012,基隆市,番石榴,49,49,0.08,0.08,11.14,6825,0.546
2012,新竹市,番石榴,1489,1314,2.13,1.88,31.17,21786.7,40.959
2012,嘉義市,番石榴,9894,9894,11.95,11.95,33.91,28076.07,335.509
2012,金門縣,番石榴,0,0,0,0,0,0,0
2012,連江縣,番石榴,0,0,0,0,0,0,0
2012,新北市,李,3494,3494,7.32,7.32,11.78,5622.95,41.16
2012,台北市,李,0,0,0,0,0,0,0
2012,台中市,李,116148,115668,290.37,289.17,21.52,8606.02,2488.604
2012,台南市,李,405,405,0.9,0.9,21,9450,8.505
2012,高雄市,李,67818,67656,175.47,175.11,20.43,7891.7,1381.915
2012,宜蘭縣,李,26646,26646,48.72,48.72,24.16,13211.29,643.654
2012,桃園縣,李,1095,1055,7.95,7.55,26.23,3664.9,27.67
2012,新竹縣,李,9001,9001,23.72,23.72,26.84,10184.57,241.578
2012,苗栗縣,李,505370,505370,1318.23,1318.23,22.71,8705.15,11475.39
2012,彰化縣,李,120,120,0.3,0.3,26,10400,3.12
2012,南投縣,李,102305,102225,250.38,250.18,22.29,9106.06,2278.155
2012,雲林縣,李,244,100,0.85,0.5,20,4000,2
2012,嘉義縣,李,5042,5042,14.9,14.9,16.67,5640.54,84.044
2012,屏東縣,李,4023,4023,11.34,11.34,25.04,8884.66,100.752
2012,台東縣,李,172514,172514,406.6,406.6,19.19,8141.46,3310.316
2012,花蓮縣,李,36379,32561,92,82.18,20.18,7996.96,657.19
2012,澎湖縣,李,0,0,0,0,0,0,0
2012,基隆市,李,0,0,0,0,0,0,0
2012,新竹市,李,0,0,0,0,0,0,0
2012,嘉義市,李,0,0,0,0,0,0,0
2012,金門縣,李,0,0,0,0,0,0,0
2012,連江縣,李,0,0,0,0,0,0,0
2012,新北市,桃,6683,6435,11.9,11.29,16.39,9339.77,105.446
2012,台北市,桃,0,0,0,0,0,0,0
2012,台中市,桃,489228,473481,1279.55,1240.12,40.12,15319.54,18998.063
2012,台南市,桃,1470,1462,3.58,3.56,15.59,6401.69,22.79
2012,高雄市,桃,24563,23753,81.59,78.89,25.95,7813.34,616.394
2012,宜蘭縣,桃,21741,21292,56.06,54.83,29.09,11297.17,619.424
2012,桃園縣,桃,75745,74525,302.8,297.92,39.92,9985.2,2974.79
2012,新竹縣,桃,63509,63509,223.84,223.84,30.33,8604.58,1926.05
2012,苗栗縣,桃,34915,34915,92.17,92.17,22.69,8595.51,792.248
2012,彰化縣,桃,4079,4079,10.11,10.11,19.71,7951.34,80.388
2012,南投縣,桃,46725,46617,139.22,138.92,29.61,9936.88,1380.431
2012,雲林縣,桃,1857,1017,3.72,3.02,25.2,8485.43,25.626
2012,嘉義縣,桃,9162,8726,22.1,20.9,20.16,8415.98,175.894
2012,屏東縣,桃,4199,4199,12.36,12.36,22.99,7808.82,96.517
2012,台東縣,桃,34677,34551,97.55,97.2,29.53,10497.4,1020.347
2012,花蓮縣,桃,13212,12280,36.17,33.59,24.04,8787.32,295.166
2012,澎湖縣,桃,0,0,0,0,0,0,0
2012,基隆市,桃,5,5,0.01,0.01,10,5000,0.05
2012,新竹市,桃,3,3,0.01,0.01,29,8700,0.087
2012,嘉義市,桃,0,0,0,0,0,0,0
2012,金門縣,桃,0,0,0,0,0,0,0
2012,連江縣,桃,0,0,0,0,0,0,0
2012,新北市,柿,15809,12052,36.02,28.22,21.72,9276.22,261.775
2012,台北市,柿,1786,1786,12.56,12.56,41.29,5871.42,73.745
2012,台中市,柿,1058270,915336,3462.99,2999.33,64.61,19716.49,59136.255
2012,台南市,柿,1312,1312,3.9,3.9,22.27,7491.28,29.216
2012,高雄市,柿,7556,7106,25.35,23.85,22.89,6820.88,162.678
2012,宜蘭縣,柿,9464,9434,28.64,28.54,31.03,10256.9,292.732
2012,桃園縣,柿,31095,30531,103.65,101.77,40,12000,1221.24
2012,新竹縣,柿,99307,97807,323.31,318.31,23.41,7193.84,2289.87
2012,苗栗縣,柿,154958,154958,504.71,504.71,32.97,10121.2,5108.271
2012,彰化縣,柿,969,969,3.05,3.05,22.82,7250.82,22.115
2012,南投縣,柿,76749,76749,229.98,229.98,31.26,10431.45,2399.026
2012,雲林縣,柿,4444,4444,13.99,13.99,30.52,9694.21,135.622
2012,嘉義縣,柿,112744,112744,674.64,674.64,83.75,13996.48,9442.586
2012,屏東縣,柿,304,304,0.95,0.95,26.79,8572.63,8.144
2012,台東縣,柿,46533,44790,158.6,152.79,22.92,6718.45,1026.512
2012,花蓮縣,柿,13332,11714,45.72,40.28,24.23,7045.28,283.784
2012,澎湖縣,柿,0,0,0,0,0,0,0
2012,基隆市,柿,5,5,0.01,0.01,25,12500,0.125
2012,新竹市,柿,0,0,0,0,0,0,0
2012,嘉義市,柿,0,0,0,0,0,0,0
2012,金門縣,柿,0,0,0,0,0,0,0
2012,連江縣,柿,0,0,0,0,0,0,0
2012,新北市,木瓜,5741,5563,4.03,3.92,12.33,17495.92,68.584
2012,台北市,木瓜,1985,1985,6.75,6.75,18.15,5337.04,36.025
2012,台中市,木瓜,19236,17556,11.49,10.39,24.46,41325.51,429.372
2012,台南市,木瓜,1939462,1850839,1124.85,1074.62,28.78,49572.93,53272.06
2012,高雄市,木瓜,432506,410663,240.26,228.31,25.85,46488.12,10613.703
2012,宜蘭縣,木瓜,3107,2957,1.99,1.89,16.33,25547.09,48.284
2012,桃園縣,木瓜,978,978,0.76,0.76,23.35,30042.11,22.832
2012,新竹縣,木瓜,10441,10441,8.04,8.04,28,36364.43,292.37
2012,苗栗縣,木瓜,17926,17926,11.11,11.11,21.6,34856.53,387.256
2012,彰化縣,木瓜,22135,20345,13.45,12.15,22.93,38398.11,466.537
2012,南投縣,木瓜,372559,370149,205.13,203.78,29.91,54330.5,11071.47
2012,雲林縣,木瓜,410119,404134,224.13,220.72,23.81,43598.72,9623.109
2012,嘉義縣,木瓜,398679,386979,225.11,217.91,30.53,54224.96,11816.16
2012,屏東縣,木瓜,1543396,1489116,771.7,744.56,21.41,42821.6,31883.25
2012,台東縣,木瓜,60678,60078,44.41,43.91,19.3,26413.19,1159.803
2012,花蓮縣,木瓜,79145,78831,45.56,45.38,15.84,27519.68,1248.843
2012,澎湖縣,木瓜,2127,2127,2.87,2.87,7.95,5888.85,16.901
2012,基隆市,木瓜,0,0,0,0,0,0,0
2012,新竹市,木瓜,18,18,0.01,0.01,28,50400,0.504
2012,嘉義市,木瓜,11880,11880,6.6,6.6,25.75,46341.82,305.856
2012,金門縣,木瓜,0,0,0,0,0,0,0
2012,連江縣,木瓜,0,0,0,0,0,0,0
2012,新北市,蓮霧,6646,4294,22.46,15.69,37.42,10241.81,160.694
2012,台北市,蓮霧,3742,3742,31.3,31.3,28.65,3425.24,107.21
2012,台中市,蓮霧,1858,1313,7.43,5.25,50.8,12705.52,66.704
2012,台南市,蓮霧,8242,7869,31.66,30.34,41.24,10696.41,324.529
2012,高雄市,蓮霧,111582,110899,446.54,443.88,52,12990.91,5766.406
2012,宜蘭縣,蓮霧,79427,65086,297.17,239.67,60.27,16366.86,3922.645
2012,桃園縣,蓮霧,160,160,0.52,0.52,30,9230.77,4.8
2012,新竹縣,蓮霧,706,706,2.83,2.83,33.42,8337.1,23.594
2012,苗栗縣,蓮霧,282,282,1.04,1.04,29.19,7915.38,8.232
2012,彰化縣,蓮霧,2403,2403,9.5,9.5,20.98,5307.05,50.417
2012,南投縣,蓮霧,20629,20599,82.55,82.45,38.42,9599.73,791.498
2012,雲林縣,蓮霧,11511,10553,38.39,35.69,24.53,7254.05,258.897
2012,嘉義縣,蓮霧,49589,49529,196.89,196.69,73.01,18384.24,3615.997
2012,屏東縣,蓮霧,1087545,1076398,4057.74,4014.83,61.69,16539.34,66402.619
2012,台東縣,蓮霧,1402,1402,5.99,5.99,31.54,7383.14,44.225
2012,花蓮縣,蓮霧,7677,4935,30.84,19.88,17.65,4381.44,87.103
2012,澎湖縣,蓮霧,0,0,0,0,0,0,0
2012,基隆市,蓮霧,205,205,0.43,0.43,21.69,10339.53,4.446
2012,新竹市,蓮霧,0,0,0,0,0,0,0
2012,嘉義市,蓮霧,734,734,3.06,3.06,36.13,8665.36,26.516
2012,金門縣,蓮霧,0,0,0,0,0,0,0
2012,連江縣,蓮霧,0,0,0,0,0,0,0
2012,新北市,葡萄,42,42,0.07,0.07,30.1,18057.14,1.264
2012,台北市,葡萄,0,0,0,0,0,0,0
2012,台中市,葡萄,965402,962961,663.92,661.72,24.45,35587.06,23548.669
2012,台南市,葡萄,4222,3050,2.47,2,24.37,37160,74.32
2012,高雄市,葡萄,5047,5047,4.1,4.1,25.12,30926.59,126.799
2012,宜蘭縣,葡萄,1053,1041,1.06,1.05,17.3,17156.19,18.014
2012,桃園縣,葡萄,720,720,0.6,0.6,24.56,29466.67,17.68
2012,新竹縣,葡萄,115,115,0.25,0.25,56.52,26000,6.5
2012,苗栗縣,葡萄,593051,593051,496.93,496.93,33.06,39450.24,19604.01
2012,彰化縣,葡萄,2263599,2257648,1336.74,1332.7,17.37,29424.72,39214.326
2012,南投縣,葡萄,574078,574078,529.26,529.26,29.62,32133.55,17007.002
2012,雲林縣,葡萄,10207,10207,5.47,5.47,16.15,30144.79,164.892
2012,嘉義縣,葡萄,1646,986,2.63,1.97,51.29,25673.1,50.576
2012,屏東縣,葡萄,306,306,0.87,0.87,114.57,40296.55,35.058
2012,台東縣,葡萄,2647,2547,3.04,2.94,33.59,29098.64,85.55
